id,product_id,product_name,price,unit,quantity,link,category,sub_category_1,sub_category_2,created_date,online_partner
12,590002370,Cabbage 1 pc (Approx 600 g - 1000 g),30,1000,g,https://www.jiomart.com/p/groceries/cabbage-1-pc/590002370,Groceries,Fruits & Vegetables,Fresh Vegetables,27/02/2022 11:56,Jiomart
13,590003515,Onion 1 kg,37,1,kg,https://www.jiomart.com/p/groceries/lentil-sprouts-200-g/590003515,Groceries,Fruits & Vegetables,Fresh Vegetables,28/02/2022 11:56,Jiomart
14,590003516,Potato per kg,31,1,kg,https://www.jiomart.com/p/groceries/tapioca-1-kg/590003516,Groceries,Fruits & Vegetables,Fresh Vegetables,01/03/2022 11:56,Jiomart
15,590000143,Green Capsicum 500 g,84,500,g,https://www.jiomart.com/p/groceries/green-capsicum-500-g/590000143,Groceries,Fruits & Vegetables,Fresh Vegetables,02/03/2022 11:56,Jiomart
16,590000138,Sweet Potato 500 g,44,500,g,https://www.jiomart.com/p/groceries/sweet-potato-1-kg/590000138,Groceries,Fruits & Vegetables,Fresh Vegetables,03/03/2022 11:56,Jiomart
17,590001744,Onion 5 kg (Pack),39.6,5,kg,https://www.jiomart.com/p/groceries/onion-5-kg-pack/590001744,Groceries,Fruits & Vegetables,Fresh Vegetables,04/03/2022 11:56,Jiomart
18,590000178,Turai (Ridge Gourd) 500 g,38,500,g,https://www.jiomart.com/p/groceries/turai-ridge-gourd-1-kg/590000178,Groceries,Fruits & Vegetables,Fresh Vegetables,05/03/2022 11:56,Jiomart
19,590000129,Beetroot 500 g,49,500,g,https://www.jiomart.com/p/groceries/beetroot-1-kg/590000129,Groceries,Fruits & Vegetables,Fresh Vegetables,06/03/2022 11:56,Jiomart
20,590000126,Amla (Indian Gooseberry) 500 g,89,500,g,https://www.jiomart.com/p/groceries/amla-indian-gooseberry-500-g/590000126,Groceries,Fruits & Vegetables,Fresh Vegetables,07/03/2022 11:56,Jiomart
21,590000175,Coccinia 500 g,49,500,g,https://www.jiomart.com/p/groceries/coccinia-500-g/590000175,Groceries,Fruits & Vegetables,Fresh Vegetables,08/03/2022 11:56,Jiomart
22,590000169,Chow Chow (Bangalore Brinjal) 500 g,20,500,g,https://www.jiomart.com/p/groceries/chow-chow-bangalore-brinjal-500-g/590000169,Groceries,Fruits & Vegetables,Fresh Vegetables,09/03/2022 11:56,Jiomart
23,590000173,Bitter Gourd 500 g,48,500,g,https://www.jiomart.com/p/groceries/bitter-gourd-1-kg/590000173,Groceries,Fruits & Vegetables,Fresh Vegetables,10/03/2022 11:56,Jiomart
24,590000180,Snake Gourd Hybrid (Small) 500 g,30,500,g,https://www.jiomart.com/p/groceries/snake-gourd-hybrid-small-1-kg/590000180,Groceries,Fruits & Vegetables,Fresh Vegetables,11/03/2022 11:56,Jiomart
25,590000141,Yam 1.5 kg,30,1.5,kg,https://www.jiomart.com/p/groceries/yam-1-5-kg/590000141,Groceries,Fruits & Vegetables,Fresh Vegetables,12/03/2022 11:56,Jiomart
26,590362492,Baby Corn Unpeeled 500 g,40,500,g,https://www.jiomart.com/p/groceries/baby-corn-500-g/590362492,Groceries,Fruits & Vegetables,Fresh Vegetables,13/03/2022 11:56,Jiomart
27,590002899,Small Colocasia 500 g,38,500,g,https://www.jiomart.com/p/groceries/colocasia-small-500-g/590002899,Groceries,Fruits & Vegetables,Fresh Vegetables,14/03/2022 11:56,Jiomart
28,590831525,Sambar Onion 500 g (Pack),98,500,g,https://www.jiomart.com/p/groceries/sambar-onion-500-g-pack/590831525,Groceries,Fruits & Vegetables,Fresh Vegetables,15/03/2022 11:56,Jiomart
29,590000150,Knol Khol per kg,20,1,kg,https://www.jiomart.com/p/groceries/knol-khol-per-kg/590000150,Groceries,Fruits & Vegetables,Fresh Vegetables,16/03/2022 11:56,Jiomart
30,590000117,Curry Leaves 1 bunch (Approx 20 g - 100 g),60,100,g,https://www.jiomart.com/p/groceries/curry-leaves-1-bunch/590000117,Groceries,Fruits & Vegetables,Fresh Vegetables,17/03/2022 11:56,Jiomart
31,590033816,Tapioca per Kg,38,1,Kg,https://www.jiomart.com/p/groceries/tapioca-per-kg/590033816,Groceries,Fruits & Vegetables,Fresh Vegetables,18/03/2022 11:56,Jiomart
32,590000172,Ash Gourd 3.5 kg,35,3.5,kg,https://www.jiomart.com/p/groceries/ash-gourd-3-5-kg/590000172,Groceries,Fruits & Vegetables,Fresh Vegetables,19/03/2022 11:56,Jiomart
